Title,Author,Conference Name (Book Title),Year,Abstract,url,Keywords,Source_File
Explainable Recommendation for Repeat Consumption,"Tsukuda, Kosetsu and Goto, Masataka",RECSYS,2020,"Displaying appropriate explanations for recommended items is of vital importance for improving the persuasiveness and user satisfaction of recommender systems. Although a user often consumes the same item repeatedly in some domains such as music and restaurants, existing studies have focused on generating explanations for recommending novel items. In this paper, we describe the concept of explainable recommendation for repeatedly consumed items. Because of the high proportion of repeat consumption in music listening, we suggest nine kinds of explanations for song recommendations according to three factors: personal, social, and item factors. From the results of an online survey involving 622 participants, we evaluate the usefulness of these explanations.",https://doi.org/10.1145/3383313.3412230,"User study, Repeat consumption, Explainable recommendation",recsys2020.bib
Explainable Recommendations via Attentive Multi-Persona Collaborative Filtering,"Barkan, Oren and Fuchs, Yonatan and Caciularu, Avi and Koenigstein, Noam",RECSYS,2020,"Two main challenges in recommender systems are modeling users with heterogeneous taste, and providing explainable recommendations. In this paper, we propose the neural Attentive Multi-Persona Collaborative Filtering (AMP-CF) model as a unified solution for both problems. AMP-CF breaks down the user to several latent ‘personas’ (profiles) that identify and discern the different tastes and inclinations of the user. Then, the revealed personas are used to generate and explain the final recommendation list for the user. AMP-CF models users as an attentive mixture of personas, enabling a dynamic user representation that changes based on the item under consideration. We demonstrate AMP-CF on five collaborative filtering datasets from the domains of movies, music, video games and social networks. As an additional contribution, we propose a novel evaluation scheme for comparing the different items in a recommendation list based on the distance from the underlying distribution of “tastes” in the user’s historical items. Experimental results show that AMP-CF is competitive with other state-of-the-art models. Finally, we provide qualitative results to showcase the ability of AMP-CF to explain its recommendations.",https://doi.org/10.1145/3383313.3412226,"Representation Learning, Recommender Systems, Attention Models",recsys2020.bib
Exploring Longitudinal Effects of Session-based Recommendations,"Ferraro, Andres and Jannach, Dietmar and Serra, Xavier",RECSYS,2020,"Session-based recommendation is a problem setting where the task of a recommender system is to make suitable item suggestions based only on a few observed user interactions in an ongoing session. The lack of long-term preference information about individual users in such settings usually results in a limited level of personalization, where a small set of popular items may be recommended to many users. This repeated exposure of such a subset of the items through the recommendations may in turn lead to a reinforcement effect over time, and to a system which is not able to help users discover new content anymore to the desirable extent. In this work, we investigate such potential longitudinal effects of session-based recommendations in a simulation-based approach. Specifically, we analyze to what extent algorithms of different types may lead to concentration effects over time. Our experiments in the music domain reveal that all investigated algorithms—both neural and heuristic ones—may lead to lower item coverage and to a higher concentration on a subset of the items. Additional simulation experiments however also indicate that relatively simple re-ranking strategies, e.g., by avoiding too many repeated recommendations in the music domain, may help to deal with this problem.",https://doi.org/10.1145/3383313.3412213,"Session-based Recommendation, Longitudinal Effects, Bias",recsys2020.bib
Fit to Run: Personalised Recommendations for Marathon Training,"Berndsen, Jakim and Smyth, Barry and Lawlor, Aonghus",RECSYS,2020,"Training for the marathon is a complex problem. In order to run an optimal time, runners must find the right workload for their current abilities and identify the correct balance between the hard work and rest throughout their training programmes. We propose a recommender system that will help guide runners through the weeks leading up to the marathon. Using a large sample of marathon training data (8730 runners), we generate user profiles that capture both a runner’s current fitness and training levels, and leverage this information to generate tailored recommendations for future weeks of training. We investigate patterns of successful runners to determine how best to schedule recommendations and training to allow for improvement in fitness levels alongside adequate rest.",https://doi.org/10.1145/3383313.3412228,"training recommendations, sports analytics, marathon running",recsys2020.bib
Free Lunch! Retrospective Uplift Modeling for Dynamic Promotions Recommendation within ROI Constraints,"Goldenberg, Dmitri and Albert, Javier and Bernardi, Lucas and Estevez, Pablo",RECSYS,2020,"Promotions and discounts have become key components of modern e-commerce platforms. For online travel platforms (OTPs), popular promotions include room upgrades, free meals and transportation services. By offering these promotions, customers can get more value for their money, while both the OTP and its travel partners may grow their loyal customer base. However, the promotions usually incur a cost that, if uncontrolled, can become unsustainable. Consequently, for a promotion to be viable, its associated costs must be balanced by incremental revenue within set financial constraints. Personalized treatment assignment can be used to satisfy such constraints. This paper introduces a novel uplift modeling technique, relying on the Knapsack Problem formulation, that dynamically optimizes the incremental treatment’s outcome subject to the required Return on Investment (ROI) constraints. The technique leverages Retrospective Estimation, a modeling approach that relies solely on data from positive outcome examples. The method also addresses training data bias, long term effects, and seasonality challenges via online-dynamic calibration. This approach was tested via offline experiments and online randomized controlled trials at Booking.com - a leading OTP with millions of customers worldwide, resulting in a significant increase in the target outcome while staying within the required financial constraints and outperforming other approaches.",https://doi.org/10.1145/3383313.3412215,"Uplift Modeling, Machine Learning, Implicit Feedback, Causal Inference, Benefits Recommendation",recsys2020.bib
History-Augmented Collaborative Filtering for Financial Recommendations,"Barreau, Baptiste and Carlier, Laurent",RECSYS,2020,"In many businesses, and particularly in finance, the behavior of a client might drastically change over time. It is consequently crucial for recommender systems used in such environments to be able to adapt to these changes. In this study, we propose a novel collaborative filtering algorithm that captures the temporal context of a user-item interaction through the users’ and items’ recent interaction histories to provide dynamic recommendations. The algorithm, designed with issues specific to the financial world in mind, uses a custom neural network architecture that tackles the non-stationarity of users’ and items’ behaviors. The performance and properties of the algorithm are monitored in a series of experiments on a G10 bond request for quotation proprietary database from BNP Paribas Corporate and Institutional Banking.",https://doi.org/10.1145/3383313.3412206,"time, neural networks, matrix factorization, context-aware, collaborative filtering",recsys2020.bib
Improving One-class Recommendation with Multi-tasking on Various Preference Intensities,"Shao, Chu-Jen and Fu, Hao-Ming and Cheng, Pu-Jen",RECSYS,2020,"In the one-class recommendation problem, it’s required to make recommendations basing on users’ implicit feedback, which is inferred from their action and inaction. Existing works obtain representations of users and items by encoding positive and negative interactions observed from training data. However, these efforts assume that all positive signals from implicit feedback reflect a fixed preference intensity, which is not realistic. Consequently, representations learned with these methods usually fail to capture informative entity features that reflect various preference intensities. In this paper, we propose a multi-tasking framework taking various preference intensities of each signal from implicit feedback into consideration. Representations of entities are required to satisfy the objective of each subtask simultaneously, making them more robust and generalizable. Furthermore, we incorporate attentive graph convolutional layers to explore high-order relationships in the user-item bipartite graph and dynamically capture the latent tendencies of users toward the items they interact with. Experimental results show that our method performs better than state-of-the-art methods by a large margin on three large-scale real-world benchmark datasets.",https://doi.org/10.1145/3383313.3412224,"one-class recommendation, implicit feedback, graph convolutional network, collaborative filtering",recsys2020.bib
Interpretable Contextual Team-aware Item Recommendation: Application in Multiplayer Online Battle Arena Games,"Villa, Andr\'{e}s and Araujo, Vladimir and Cattan, Francisca and Parra, Denis",RECSYS,2020,"The video game industry has adopted recommendation systems to boost users interest with a focus on game sales. Other exciting applications within video games are those that help the player make decisions that would maximize their playing experience, which is a desirable feature in real-time strategy video games such as Multiplayer Online Battle Arena (MOBA) like as DotA and LoL. Among these tasks, the recommendation of items is challenging, given both the contextual nature of the game and how it exposes the dependence on the formation of each team. Existing works on this topic do not take advantage of all the available contextual match data and dismiss potentially valuable information. To address this problem we develop TTIR, a contextual recommender model derived from the Transformer neural architecture that suggests a set of items to every team member, based on the contexts of teams and roles that describe the match. TTIR outperforms several approaches and provides interpretable recommendations through visualization of attention weights. Our evaluation indicates that both the Transformer architecture and the contextual information are essential to get the best results for this item recommendation task. Furthermore, a preliminary user survey indicates the usefulness of attention weights for explaining recommendations as well as ideas for future work. The code and dataset are available at https://github.com/ojedaf/IC-TIR-Lol .",https://doi.org/10.1145/3383313.3412211,"MOBA Games, Item Recommendation, Deep Learning",recsys2020.bib
Long-tail Session-based Recommendation,"Liu, Siyi and Zheng, Yujia",RECSYS,2020,"Session-based recommendation focuses on the prediction of user actions based on anonymous sessions and is a necessary method in the lack of user historical data. However, none of the existing session-based recommendation methods explicitly takes the long-tail recommendation into consideration, which plays an important role in improving the diversity of recommendation and producing the serendipity. As the distribution of items with long-tail is prevalent in session-based recommendation scenarios (e.g., e-commerce, music, and TV program recommendations), more attention should be put on the long-tail session-based recommendation. In this paper, we propose a novel network architecture, namely TailNet, to improve long-tail recommendation performance, while maintaining competitive accuracy performance compared with other methods. We start by classifying items into short-head (popular) and long-tail (niche) items based on click frequency. Then a novel preference mechanism is proposed and applied in TailNet to determine user preference between two types of items, so as to softly adjust and personalize recommendations. Extensive experiments on two real-world datasets verify the superiority of our method compared with state-of-the-art works.",https://doi.org/10.1145/3383313.3412222,"Session-based recommendation, Neural network, Long-tail recommendation",recsys2020.bib
MEANTIME: Mixture of Attention Mechanisms with Multi-temporal Embeddings for Sequential Recommendation,"Cho, Sung Min and Park, Eunhyeok and Yoo, Sungjoo",RECSYS,2020,"Recently, self-attention based models have achieved state-of-the-art performance in sequential recommendation task. Following the custom from language processing, most of these models rely on a simple positional embedding to exploit the sequential nature of the user’s history. However, there are some limitations regarding the current approaches. First, sequential recommendation is different from language processing in that timestamp information is available. Previous models have not made good use of it to extract additional contextual information. Second, using a simple embedding scheme can lead to information bottleneck since the same embedding has to represent all possible contextual biases. Third, since previous models use the same positional embedding in each attention head, they can wastefully learn overlapping patterns. To address these limitations, we propose MEANTIME (MixturE of AtteNTIon mechanisms with Multi-temporal Embeddings) which employs multiple types of temporal embeddings designed to capture various patterns from the user’s behavior sequence, and an attention structure that fully leverages such diversity. Experiments on real-world data show that our proposed method outperforms current state-of-the-art sequential recommendation methods, and we provide an extensive ablation study to analyze how the model gains from the diverse positional information.",https://doi.org/10.1145/3383313.3412216,"Temporal Embedding, Sequential Recommendation, Self-attention, BERT",recsys2020.bib
Model Size Reduction Using Frequency Based Double Hashing for Recommender Systems,"Zhang, Caojin and Liu, Yicun and Xie, Yuanpu and Ktena, Sofia Ira and Tejani, Alykhan and Gupta, Akshay and Myana, Pranay Kumar and Dilipkumar, Deepak and Paul, Suvadip and Ihara, Ikuhiro and Upadhyaya, Prasang and Huszar, Ferenc and Shi, Wenzhe",RECSYS,2020,"Deep Neural Networks (DNNs) with sparse input features have been widely used in recommender systems in industry. These models have large memory requirements and need a huge amount of training data. The large model size usually entails a cost, in the range of millions of dollars, for storage and communication with the inference services. In this paper, we propose a hybrid hashing method to combine frequency hashing and double hashing techniques for model size reduction, without compromising performance. We evaluate the proposed models on two product surfaces. In both cases, experiment results demonstrated that we can reduce the model size by around 90 while keeping the performance on par with the original baselines.",https://doi.org/10.1145/3383313.3412227,"recommendation system, neural networks, model size reduction",recsys2020.bib
Performance of Hyperbolic&nbsp;Geometry&nbsp;Models on Top-N&nbsp;Recommendation&nbsp;Tasks,"Mirvakhabova, Leyla and Frolov, Evgeny and Khrulkov, Valentin and Oseledets, Ivan and Tuzhilin, Alexander",RECSYS,2020,"We introduce a simple autoencoder based on hyperbolic geometry for solving standard collaborative filtering problem. In contrast to many modern deep learning techniques, we build our solution using only a single hidden layer. Remarkably, even with such a minimalistic approach, we not only outperform the Euclidean counterpart but also achieve a competitive performance with respect to the current state-of-the-art. We additionally explore the effects of space curvature on the quality of hyperbolic models and propose an efficient data-driven method for estimating its optimal value.",https://doi.org/10.1145/3383313.3412219,"Top-N Recommendation, Hyperbolic Geometry, Collaborative Filtering, Autoencoders",recsys2020.bib
Personality Bias of Music Recommendation Algorithms,"Melchiorre, Alessandro B. and Zangerle, Eva and Schedl, Markus",RECSYS,2020,"Recommender systems, like other tools that make use of machine learning, are known to create or increase certain biases. Earlier work has already unveiled different performance of recommender systems for different user groups, depending on gender, age, country, and consumption behavior. In this work, we study user bias in terms of another aspect, i.e., users’ personality. We investigate to which extent state-of-the-art recommendation algorithms yield different accuracy scores depending on the users’ personality traits. We focus on the music domain and create a dataset of Twitter users’ music consumption behavior and personality traits, measuring the latter in terms of the OCEAN model. Investigating recall@K and NDCG@K of the recommendation algorithms SLIM, embarrassingly shallow autoencoders for sparse data (EASE), and variational autoencoders for collaborative filtering (Mult-VAE) on this dataset, we find several significant differences in performance between user groups scoring high vs.&nbsp;groups scoring low on several personality traits.",https://doi.org/10.1145/3383313.3412223,"personality, neural networks, music recommender systems, dataset, bias",recsys2020.bib
Providing Explainable Race-Time Predictions and Training Plan Recommendations to Marathon Runners,"Feely, Ciara and Caulfield, Brian and Lawlor, Aonghus and Smyth, Barry",RECSYS,2020,"Millions of people participate in marathon events every year, typically devoting at least 12-16 weeks to building their endurance and fitness so that they can safely complete these gruelling 42.2km races. Most runners follow a training plan that is tailored to their expected finish-time (e.g. sub-4 hours or 4-5 hours), and these plans will prescribe a complex mixture of training sessions to help them achieve these times. However, such plans cannot adapt to the individual needs (fitness levels, changing goals, personal preferences) of runners, providing only broad training guidance rather than more personalised support. The development of wearable sensors and mobile fitness applications facilitates the collection of a large amount of training data from runners. In this paper, we propose a recommender system that utilizes such training data to deliver more personalised training advice to runners, using ideas from case-based reasoning to reuse and adapt the training habits of similar runners. Explainability plays a significant role in this type of system, and we also describe how the predictions and recommendation advice can be presented to runners. An initial off-line evaluation is presented based on a large-scale, real-world dataset.",https://doi.org/10.1145/3383313.3412220,"training plan recommendation, recommender systems, race-time prediction, marathon running, case-based reasoning",recsys2020.bib
Reducing energy waste in households through real-time recommendations,"Dahihande, Janhavi and Jaiswal, Akshay and Pagar, Akshay Anil and Thakare, Ajinkya and Eirinaki, Magdalini and Varlamis, Iraklis",RECSYS,2020,"The energy consumption of households has steadily increased over the last couple of decades. Research suggests that user behavior is the most influential factor in the energy waste of a household. Thus, there’s a need for helping consumers change their behavior to make it more energy efficient and environment friendly. In this work we propose a real-time recommender system that assists consumers in improving their household’s energy usage. By monitoring the power demand of each appliance in the household, the system detects the device status (on/off) at any moment, and using pattern mining creates a household profile comprising energy consumption patterns for different periods of the day. An intuitive UI allows users to set energy consumption goals and preferences on the appliances they’d like to save energy from. Based on the household profile, the user’s preferences and the actual power demand the system generates personalized real-time recommendations on which appliances should be turned off at a moment. We employ the UK-DALE (UK Domestic Appliance-Level Electricity) dataset to model and evaluate the entire process, from data preprocessing and transformation of the appliance power demand input to various pattern mining algorithms used to generate appliance usage profiles and recommendations, showing that even small changes in appliance usage behavior can lead to energy savings between 2-17\%.",https://doi.org/10.1145/3383313.3412212,"real-time recommendations, pattern mining, household energy conservation, NILM",recsys2020.bib
Unbiased Implicit Recommendation and Propensity Estimation via Combinational Joint Learning,"Zhu, Ziwei and He, Yun and Zhang, Yin and Caverlee, James",RECSYS,2020,"This paper focuses on how to generate unbiased recommendations based on biased implicit user-item interactions. We propose a combinational joint learning framework to simultaneously learn unbiased user-item relevance and unbiased propensity. More specifically, we first present a new unbiased objective function for estimating propensity. We then show how a na\""{\i}ve joint learning approach faces an estimation-training overlap problem. Hence, we propose to jointly train multiple sub-models from different parts of the training dataset to avoid this problem. Finally, we show how to incorporate residual components trained by the complete training data to complement the relevance and propensity sub-models. Extensive experiments on two public datasets demonstrate the effectiveness of the proposed model with an improvement of 4\% on average over the best alternatives.",https://doi.org/10.1145/3383313.3412210,,recsys2020.bib
Using conceptual incongruity as a basis for making recommendations,"Shandhilya, Tushar and Srivastava, Nisheeth",RECSYS,2020,"We evaluate the possibility of using within-item measures of meta-data similarity to improve recommendation rankings along psychologically salient dimensions of incongruity and creativity. Our approach contrasts with recently developed methods at introducing diversity into recommendations which rely on across-item measurements of dissimilarity, while sharing several formal and algorithmic elements. We show that semantic distance based operationalizations of psychological constructs show substantial correlation with empirical data. We further show that incongruity predicts variability in satisfaction as measured by movie ratings in a large corpus. Empirical results from a two month-long user study demonstrate that incongruity-based recommendations attract considerably more interaction from users, and users expressed significantly greater satisfaction given these recommendations. Based on these observations, we propose that using incongruity to diversify recommendations may be useful in expanding recommendation repertoires along interesting psychological dimensions, complementing relevance-based search.",https://doi.org/10.1145/3383313.3412231,"semantic similarity, human factors, diversity, curiosity",recsys2020.bib
